TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD,Latitude,Longitude
Fraud,2019,11,12,5,58,Githurai,-1.204866636,36.92777526
Fraud,2019,2,24,15,55,Kibera,-1.313956462,36.79674767
Sexual Assault,2018,7,8,16,44,Thika,-1.055464524,37.10123903
Pick Pocketing,2020,2,15,12,39,Githurai,-1.203064589,36.9597901
Drug Charges,2020,2,8,3,51,South B,-1.315525825,36.83550016
Road Carnage,2018,10,21,5,37,South B,-1.315525825,36.83550016
Carjacking,2019,8,28,18,53,Parklands,-1.259163055,36.8206743
Drug Charges,2018,3,24,11,34,UpperHill,-1.298549527,36.81274569
Drug Charges,2018,10,3,6,14,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2017,1,10,12,40,South B,-1.309873212,36.83713094
Terrorism,2020,5,28,23,58,South C,-1.309374327,36.82633747
Sexual Assault,2019,9,17,3,10,South B,-1.315525825,36.83550016
Sexual Assault,2017,4,17,11,55,South C,-1.315895748,36.82659496
Fraud,2017,2,8,1,54,Parklands,-1.259163055,36.8206743
Armed Robbery,2018,4,24,5,3,South C,-1.327222385,36.83938373
Armed Robbery,2018,7,11,13,55,South B,-1.315525825,36.83550016
Terrorism,2017,2,30,4,21,Ngong,-1.361415817,36.66742756
Road Carnage,2018,8,3,17,17,Kibera,-1.313956462,36.79674767
Sexual Assault,2020,5,12,1,48,Uhuru Park,-1.29116194,36.81595167
Road Carnage,2018,7,19,18,41,Ngong,-1.366907424,36.67197658
Carjacking,2017,12,23,12,59,South C,-1.309374327,36.82633747
Fraud,2020,9,23,20,14,South B,-1.314378142,36.83863298
Sexual Assault,2019,3,10,7,57,Uhuru Park,-1.291912768,36.81687435
Terrorism,2018,7,30,0,38,UpperHill,-1.30067329,36.81582487
Carjacking,2017,7,4,9,22,Ngong,-1.349746111,36.65120556
Sexual Assault,2017,10,3,15,56,Kahawa West,-1.187060648,36.8999232
Terrorism,2020,6,22,16,56,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2020,10,4,14,7,Parklands,-1.259163055,36.8206743
Road Carnage,2017,3,11,19,37,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2018,12,31,19,16,South B,-1.309873212,36.83713094
Sexual Assault,2019,9,30,16,32,Uhuru Park,-1.288523315,36.81737861
Fraud,2018,7,24,24,42,Parklands,-1.261286851,36.81704796
Drug Charges,2017,5,12,9,36,Kibera,-1.3159515,36.79043911
Fraud,2018,6,25,12,24,UpperHill,-1.298549527,36.81274569
Sexual Assault,2020,9,10,6,57,Kibera,-1.310631395,36.79153345
Pick Pocketing,2020,9,5,6,36,UpperHill,-1.30067329,36.81582487
Pick Pocketing,2020,10,9,16,0,Githurai,-1.203965613,36.91241157
Drug Charges,2018,1,5,21,6,Uhuru Park,-1.291912768,36.81687435
Terrorism,2020,5,11,0,13,South B,-1.309873212,36.83713094
Pick Pocketing,2019,12,10,19,57,Ngong,-1.375659647,36.6759248
Sexual Assault,2020,7,26,16,36,UpperHill,-1.298549527,36.81274569
Drug Charges,2019,3,15,12,39,Parklands,-1.261286851,36.81704796
Carjacking,2017,5,27,18,42,South C,-1.315895748,36.82659496
Pick Pocketing,2019,8,27,3,44,Githurai,-1.204866636,36.92777526
Fraud,2018,7,15,16,1,Githurai,-1.210787637,36.91850554
Carjacking,2017,2,11,1,11,South B,-1.309873212,36.83713094
Terrorism,2018,4,9,10,37,Ngong,-1.375659647,36.6759248
Terrorism,2017,4,19,20,24,Uhuru Park,-1.2903935,36.8165834
Pick Pocketing,2019,9,31,3,4,Thika,-1.03581257,37.08390123
Armed Robbery,2020,12,8,1,17,Kibera,-1.314278242,36.79372214
Armed Robbery,2020,7,3,4,48,Githurai,-1.210787637,36.91850554
Drug Charges,2018,3,17,9,20,Kibera,-1.313956462,36.79674767
Terrorism,2017,10,19,14,25,Kibera,-1.313377257,36.79784201
Carjacking,2018,7,29,17,12,South C,-1.312034383,36.82256092
Road Carnage,2019,11,1,23,3,Parklands,-1.261286851,36.81704796
Terrorism,2017,10,15,1,38,South C,-1.327222385,36.83938373
Sexual Assault,2017,6,4,7,5,Thika,-1.055464524,37.10123903
Armed Robbery,2018,2,2,21,33,Thika,-1.055464524,37.10123903
Armed Robbery,2019,4,12,15,13,Ngong,-1.366907424,36.67197658
Pick Pocketing,2017,10,7,19,13,Parklands,-1.25514071,36.80907643
Road Carnage,2017,4,6,10,45,Parklands,-1.260482383,36.80860436
Terrorism,2018,4,26,20,36,Uhuru Park,-1.29116194,36.81595167
Road Carnage,2017,1,22,6,3,Kibera,-1.314278242,36.79372214
Sexual Assault,2020,5,27,6,12,South C,-1.327222385,36.83938373
Pick Pocketing,2017,1,9,17,38,Kibera,-1.313377257,36.79784201
Drug Charges,2018,10,6,16,15,South C,-1.309374327,36.82633747
Sexual Assault,2020,3,26,7,55,UpperHill,-1.298549527,36.81274569
Fraud,2020,5,29,19,59,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2018,8,17,2,30,Parklands,-1.260482383,36.80860436
Armed Robbery,2020,3,24,15,33,Parklands,-1.261286851,36.81704796
Fraud,2017,10,24,8,51,South C,-1.309374327,36.82633747
Terrorism,2018,3,2,8,50,Kibera,-1.313377257,36.79784201
Drug Charges,2020,4,4,20,51,Ngong,-1.375659647,36.6759248
Road Carnage,2017,7,4,13,24,Ngong,-1.349746111,36.65120556
Pick Pocketing,2020,5,28,0,59,South C,-1.312034383,36.82256092
Armed Robbery,2017,9,9,15,10,South C,-1.327222385,36.83938373
Road Carnage,2020,11,24,4,55,South B,-1.309572883,36.83095113
Fraud,2020,10,5,2,43,UpperHill,-1.30067329,36.81582487
Armed Robbery,2019,11,4,6,25,Kibera,-1.314278242,36.79372214
Road Carnage,2020,7,4,4,3,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2020,2,28,1,12,Githurai,-1.203064589,36.9597901
Road Carnage,2018,1,23,3,9,Kibera,-1.314278242,36.79372214
Road Carnage,2020,10,28,11,53,Kibera,-1.314278242,36.79372214
Drug Charges,2019,3,31,3,33,Parklands,-1.261286851,36.81704796
Armed Robbery,2020,7,7,24,54,Thika,-1.03581257,37.08390123
Pick Pocketing,2018,2,16,19,50,Kibera,-1.313377257,36.79784201
Armed Robbery,2020,5,14,22,59,Ngong,-1.375659647,36.6759248
Sexual Assault,2018,10,13,0,47,Parklands,-1.25514071,36.80907643
Pick Pocketing,2019,12,21,7,6,Kibera,-1.313956462,36.79674767
Carjacking,2017,3,5,1,58,Githurai,-1.210787637,36.91850554
Road Carnage,2018,7,7,22,29,Thika,-1.03581257,37.08390123
Pick Pocketing,2019,7,29,23,28,Kibera,-1.313956462,36.79674767
Pick Pocketing,2020,7,17,0,12,Kibera,-1.313377257,36.79784201
Drug Charges,2020,3,24,12,31,Parklands,-1.25514071,36.80907643
Armed Robbery,2020,7,9,3,33,Parklands,-1.259163055,36.8206743
Terrorism,2017,8,7,24,10,Ngong,-1.375659647,36.6759248
Armed Robbery,2017,3,7,13,36,Thika,-1.028089061,37.06853754
Sexual Assault,2020,7,23,0,51,South C,-1.327136577,36.82569374
Pick Pocketing,2017,5,7,13,35,Kibera,-1.3159515,36.79043911
Carjacking,2019,12,21,14,2,South B,-1.309572883,36.83095113
Drug Charges,2017,3,18,18,3,Kibera,-1.3159515,36.79043911
Sexual Assault,2017,7,7,3,35,Githurai,-1.204866636,36.92777526
Drug Charges,2019,5,2,22,58,Parklands,-1.25514071,36.80907643
Road Carnage,2017,7,19,13,6,Kahawa West,-1.186717399,36.9032706
Road Carnage,2019,10,6,23,37,UpperHill,-1.298163388,36.81816375
Carjacking,2017,3,11,18,0,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2019,5,4,17,33,Kahawa West,-1.187060648,36.8999232
Pick Pocketing,2017,9,26,23,29,Uhuru Park,-1.291912768,36.81687435
Road Carnage,2018,5,8,1,9,Kahawa West,-1.186717399,36.9032706
Carjacking,2018,5,16,4,34,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2019,1,13,5,5,Githurai,-1.203064589,36.9597901
Road Carnage,2019,1,10,23,26,Thika,-1.028089061,37.06853754
Armed Robbery,2020,11,7,7,24,Kahawa West,-1.188605268,36.89691913
Drug Charges,2018,8,20,11,58,Thika,-1.048427594,37.07454568
Terrorism,2018,7,3,1,27,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2020,5,7,14,47,Thika,-1.055464524,37.10123903
Terrorism,2020,12,30,5,43,South C,-1.315895748,36.82659496
Sexual Assault,2019,7,14,22,50,Thika,-1.055464524,37.10123903
Armed Robbery,2019,4,22,9,38,Parklands,-1.259163055,36.8206743
Terrorism,2017,5,28,18,8,South B,-1.314378142,36.83863298
Terrorism,2019,4,20,14,54,Kahawa West,-1.188605268,36.89691913
Road Carnage,2019,2,8,14,22,Parklands,-1.259163055,36.8206743
Armed Robbery,2020,10,2,13,30,Ngong,-1.349746111,36.65120556
Armed Robbery,2019,8,27,19,59,Ngong,-1.349746111,36.65120556
Drug Charges,2019,5,2,7,52,South C,-1.327136577,36.82569374
Road Carnage,2020,2,17,6,4,Ngong,-1.375659647,36.6759248
Terrorism,2017,6,11,10,16,Kibera,-1.314278242,36.79372214
Fraud,2017,4,11,2,7,Kibera,-1.313956462,36.79674767
Pick Pocketing,2018,3,5,16,52,South B,-1.309572883,36.83095113
Fraud,2017,4,29,24,36,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2020,3,4,12,48,Kibera,-1.313377257,36.79784201
Fraud,2017,2,9,20,30,Uhuru Park,-1.288523315,36.81737861
Carjacking,2019,7,12,12,29,South C,-1.327222385,36.83938373
Road Carnage,2018,5,13,24,23,Thika,-1.055464524,37.10123903
Carjacking,2018,7,21,6,28,South C,-1.327222385,36.83938373
Sexual Assault,2020,8,28,1,51,Uhuru Park,-1.2903935,36.8165834
Carjacking,2019,11,16,18,36,South B,-1.314378142,36.83863298
Armed Robbery,2017,6,4,17,24,Kibera,-1.313377257,36.79784201
Sexual Assault,2018,10,12,8,45,South C,-1.309374327,36.82633747
Carjacking,2017,1,6,6,25,Parklands,-1.261286851,36.81704796
Fraud,2017,1,6,11,37,Parklands,-1.260482383,36.80860436
Fraud,2017,7,1,14,35,South B,-1.309572883,36.83095113
Road Carnage,2017,12,25,15,39,Ngong,-1.366907424,36.67197658
Pick Pocketing,2020,4,15,1,17,Kibera,-1.313377257,36.79784201
Sexual Assault,2018,3,31,24,35,Kibera,-1.3159515,36.79043911
Pick Pocketing,2017,6,10,1,44,UpperHill,-1.298549527,36.81274569
Terrorism,2018,12,24,4,55,South C,-1.309374327,36.82633747
Carjacking,2019,7,22,7,53,Ngong,-1.349746111,36.65120556
Pick Pocketing,2020,5,7,15,2,Thika,-1.03581257,37.08390123
Drug Charges,2020,4,27,0,15,Parklands,-1.25514071,36.80907643
Drug Charges,2020,5,22,14,56,Kahawa West,-1.187060648,36.8999232
Pick Pocketing,2018,1,24,20,46,South C,-1.327222385,36.83938373
Sexual Assault,2017,8,12,9,23,UpperHill,-1.298163388,36.81816375
Armed Robbery,2018,3,8,0,29,Uhuru Park,-1.288523315,36.81737861
Drug Charges,2018,12,12,4,35,UpperHill,-1.298163388,36.81816375
Road Carnage,2017,5,31,19,56,South B,-1.314378142,36.83863298
Sexual Assault,2017,6,31,8,27,South C,-1.327222385,36.83938373
Road Carnage,2020,3,22,15,47,Kibera,-1.313377257,36.79784201
Fraud,2017,3,17,12,31,Uhuru Park,-1.29116194,36.81595167
Drug Charges,2019,2,28,12,46,Githurai,-1.203965613,36.91241157
Road Carnage,2020,1,26,17,26,Githurai,-1.203965613,36.91241157
Pick Pocketing,2017,1,20,22,34,Githurai,-1.210787637,36.91850554
Carjacking,2020,10,18,19,55,Kahawa West,-1.181697376,36.90348517
Carjacking,2018,6,28,6,50,Ngong,-1.361415817,36.66742756
Fraud,2020,9,19,18,9,Thika,-1.048427594,37.07454568
Pick Pocketing,2017,8,29,16,13,Githurai,-1.204866636,36.92777526
Fraud,2017,9,20,18,49,Uhuru Park,-1.29116194,36.81595167
Terrorism,2018,10,14,21,37,UpperHill,-1.298549527,36.81274569
Carjacking,2018,8,2,18,23,Githurai,-1.204866636,36.92777526
Road Carnage,2019,5,24,21,44,Thika,-1.028089061,37.06853754
Road Carnage,2017,2,4,11,48,South B,-1.309873212,36.83713094
Terrorism,2020,9,23,22,13,Thika,-1.03581257,37.08390123
Pick Pocketing,2017,7,9,13,49,Ngong,-1.366907424,36.67197658
Drug Charges,2018,3,4,14,8,South B,-1.309873212,36.83713094
Fraud,2020,9,8,23,41,Parklands,-1.260482383,36.80860436
Drug Charges,2017,6,27,24,52,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2020,4,10,7,11,UpperHill,-1.298163388,36.81816375
Drug Charges,2020,7,17,12,8,Thika,-1.055464524,37.10123903
Fraud,2018,8,13,2,50,Ngong,-1.366907424,36.67197658
Fraud,2017,1,17,17,26,Thika,-1.055464524,37.10123903
Armed Robbery,2020,8,20,18,33,Githurai,-1.204866636,36.92777526
Pick Pocketing,2020,3,22,11,44,Parklands,-1.259163055,36.8206743
Road Carnage,2018,6,27,16,25,South C,-1.327136577,36.82569374
Sexual Assault,2018,3,12,4,5,Kahawa West,-1.186717399,36.9032706
Armed Robbery,2019,5,30,13,24,South C,-1.312034383,36.82256092
Drug Charges,2019,12,3,16,54,Kibera,-1.313956462,36.79674767
Armed Robbery,2018,7,18,7,22,UpperHill,-1.30067329,36.81582487
Fraud,2020,9,5,5,59,Uhuru Park,-1.291912768,36.81687435
Armed Robbery,2017,12,10,12,25,Githurai,-1.203965613,36.91241157
Fraud,2019,5,29,14,14,Kahawa West,-1.181697376,36.90348517
Carjacking,2017,6,25,3,23,Parklands,-1.261286851,36.81704796
Fraud,2019,8,23,21,55,Parklands,-1.260482383,36.80860436
Fraud,2018,5,5,16,59,Ngong,-1.361415817,36.66742756
Sexual Assault,2020,7,27,23,46,Thika,-1.048427594,37.07454568
Drug Charges,2019,3,23,18,59,Kahawa West,-1.187060648,36.8999232
Road Carnage,2017,7,23,23,10,South C,-1.312034383,36.82256092
Drug Charges,2020,5,9,14,0,Githurai,-1.203965613,36.91241157
Sexual Assault,2017,11,25,16,51,Uhuru Park,-1.291912768,36.81687435
Fraud,2020,4,18,15,12,South B,-1.315525825,36.83550016
Pick Pocketing,2019,12,19,20,14,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2018,11,3,15,38,Thika,-1.055464524,37.10123903
Road Carnage,2018,3,13,16,26,Parklands,-1.260482383,36.80860436
Pick Pocketing,2018,2,16,19,15,Uhuru Park,-1.29116194,36.81595167
Fraud,2020,3,13,10,55,South C,-1.309374327,36.82633747
Fraud,2018,5,10,0,18,Githurai,-1.203064589,36.9597901
Sexual Assault,2020,2,5,8,40,UpperHill,-1.30067329,36.81582487
Sexual Assault,2018,11,9,18,39,Kibera,-1.314278242,36.79372214
Terrorism,2020,1,3,21,60,UpperHill,-1.299707944,36.80938757
Armed Robbery,2018,3,13,15,0,South B,-1.314378142,36.83863298
Armed Robbery,2020,7,7,15,48,Thika,-1.03581257,37.08390123
Terrorism,2018,2,18,7,56,Ngong,-1.375659647,36.6759248
Road Carnage,2018,7,4,1,54,UpperHill,-1.298163388,36.81816375
Carjacking,2018,7,1,5,60,Thika,-1.03581257,37.08390123
Drug Charges,2017,12,8,0,42,Ngong,-1.361415817,36.66742756
Armed Robbery,2019,9,13,3,53,South C,-1.327222385,36.83938373
Terrorism,2019,12,7,0,1,Parklands,-1.260482383,36.80860436
Pick Pocketing,2020,11,19,6,24,Parklands,-1.261286851,36.81704796
Carjacking,2017,6,6,20,56,Kibera,-1.313377257,36.79784201
Fraud,2019,10,24,16,12,Thika,-1.028089061,37.06853754
Fraud,2018,10,9,16,51,Thika,-1.03581257,37.08390123
Road Carnage,2020,7,14,20,13,Githurai,-1.203064589,36.9597901
Carjacking,2017,10,24,15,15,South B,-1.309572883,36.83095113
Carjacking,2017,1,30,10,34,Thika,-1.055464524,37.10123903
Terrorism,2018,8,25,10,44,South B,-1.314378142,36.83863298
Road Carnage,2019,2,27,13,60,Thika,-1.03581257,37.08390123
Armed Robbery,2020,12,22,10,21,Thika,-1.028089061,37.06853754
Fraud,2020,10,16,3,20,South C,-1.312034383,36.82256092
Road Carnage,2018,3,16,24,60,Kahawa West,-1.188605268,36.89691913
Carjacking,2019,2,16,8,4,Ngong,-1.366907424,36.67197658
Carjacking,2017,1,14,5,49,South B,-1.314378142,36.83863298
Carjacking,2018,8,8,16,20,Kahawa West,-1.187060648,36.8999232
Pick Pocketing,2017,12,16,5,28,Kibera,-1.313956462,36.79674767
Sexual Assault,2020,9,29,15,26,Parklands,-1.25514071,36.80907643
Pick Pocketing,2020,2,26,20,42,Kibera,-1.313377257,36.79784201
Carjacking,2019,12,26,11,19,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2018,12,13,4,18,Thika,-1.048427594,37.07454568
Armed Robbery,2019,10,28,0,44,South C,-1.312034383,36.82256092
Road Carnage,2018,8,28,7,29,Parklands,-1.260482383,36.80860436
Fraud,2018,7,8,11,25,Parklands,-1.25514071,36.80907643
Terrorism,2020,5,19,24,49,Kibera,-1.310631395,36.79153345
Terrorism,2017,11,11,12,44,Thika,-1.048427594,37.07454568
Drug Charges,2020,7,30,17,53,Kibera,-1.313377257,36.79784201
Pick Pocketing,2018,9,17,9,45,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2017,4,10,13,25,Kibera,-1.314278242,36.79372214
Armed Robbery,2017,6,24,0,33,South C,-1.327222385,36.83938373
Road Carnage,2019,9,11,23,11,Thika,-1.055464524,37.10123903
Carjacking,2017,8,3,14,48,South B,-1.309572883,36.83095113
Terrorism,2018,11,23,11,28,South C,-1.327136577,36.82569374
Terrorism,2017,5,26,2,56,Thika,-1.028089061,37.06853754
Terrorism,2018,6,20,9,30,Thika,-1.048427594,37.07454568
Fraud,2018,3,15,14,27,South C,-1.327222385,36.83938373
Drug Charges,2017,11,25,8,58,UpperHill,-1.298163388,36.81816375
Fraud,2018,7,21,1,56,Githurai,-1.210787637,36.91850554
Road Carnage,2017,9,13,0,25,Kibera,-1.313377257,36.79784201
Terrorism,2018,11,19,23,11,South B,-1.309572883,36.83095113
Armed Robbery,2018,1,1,13,24,South C,-1.315895748,36.82659496
Terrorism,2017,5,13,18,43,Uhuru Park,-1.2903935,36.8165834
Pick Pocketing,2017,9,7,13,24,Parklands,-1.259163055,36.8206743
Armed Robbery,2018,9,11,2,0,Thika,-1.028089061,37.06853754
Armed Robbery,2018,1,27,11,50,Ngong,-1.375659647,36.6759248
Road Carnage,2017,1,16,20,1,Ngong,-1.375659647,36.6759248
Pick Pocketing,2020,11,22,5,11,South B,-1.309572883,36.83095113
Armed Robbery,2017,4,22,8,60,Githurai,-1.210787637,36.91850554
Terrorism,2020,7,27,14,52,UpperHill,-1.298163388,36.81816375
Terrorism,2020,10,8,16,25,Parklands,-1.25514071,36.80907643
Terrorism,2018,8,10,0,39,South C,-1.327136577,36.82569374
Terrorism,2020,7,19,12,55,UpperHill,-1.30067329,36.81582487
Pick Pocketing,2018,3,7,16,47,South C,-1.315895748,36.82659496
Terrorism,2017,4,7,1,16,Parklands,-1.260482383,36.80860436
Sexual Assault,2018,7,6,7,58,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2019,7,14,2,41,Kibera,-1.314278242,36.79372214
Carjacking,2020,12,5,9,22,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2018,1,17,20,51,South C,-1.309374327,36.82633747
Fraud,2018,8,16,14,21,Kahawa West,-1.187060648,36.8999232
Sexual Assault,2020,2,8,20,14,UpperHill,-1.298163388,36.81816375
Pick Pocketing,2019,11,4,16,10,UpperHill,-1.298549527,36.81274569
Road Carnage,2018,3,2,9,46,UpperHill,-1.30067329,36.81582487
Fraud,2019,12,13,19,50,Githurai,-1.203064589,36.9597901
Pick Pocketing,2018,7,20,22,9,Kibera,-1.313956462,36.79674767
Terrorism,2018,5,7,8,15,Ngong,-1.361415817,36.66742756
Road Carnage,2017,11,16,15,27,UpperHill,-1.299707944,36.80938757
Sexual Assault,2020,1,27,12,6,South B,-1.314378142,36.83863298
Carjacking,2020,8,15,10,53,Kahawa West,-1.188605268,36.89691913
Terrorism,2018,8,3,23,12,Kibera,-1.314278242,36.79372214
Drug Charges,2018,4,17,15,29,Uhuru Park,-1.2903935,36.8165834
Pick Pocketing,2017,3,11,5,45,Kibera,-1.314278242,36.79372214
Pick Pocketing,2017,2,17,10,27,Parklands,-1.25514071,36.80907643
Armed Robbery,2019,10,7,20,60,Ngong,-1.366907424,36.67197658
Fraud,2017,5,7,0,3,South C,-1.312034383,36.82256092
Road Carnage,2019,7,22,11,57,UpperHill,-1.30067329,36.81582487
Road Carnage,2017,5,26,19,51,Ngong,-1.375659647,36.6759248
Armed Robbery,2020,7,16,0,47,South B,-1.315525825,36.83550016
Fraud,2020,5,22,2,19,Githurai,-1.203965613,36.91241157
Carjacking,2020,2,18,3,53,Thika,-1.03581257,37.08390123
Carjacking,2019,7,6,5,20,Githurai,-1.203064589,36.9597901
Fraud,2020,2,9,10,43,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2017,6,4,3,17,Kibera,-1.314278242,36.79372214
Fraud,2017,8,3,23,27,Uhuru Park,-1.291912768,36.81687435
Terrorism,2019,11,11,22,58,Githurai,-1.203965613,36.91241157
Sexual Assault,2020,5,21,17,37,Kibera,-1.313956462,36.79674767
Armed Robbery,2018,9,10,6,26,South B,-1.314378142,36.83863298
Sexual Assault,2020,2,20,21,56,Githurai,-1.204866636,36.92777526
Carjacking,2019,12,23,19,58,South B,-1.314378142,36.83863298
Drug Charges,2020,3,8,3,23,UpperHill,-1.298549527,36.81274569
Carjacking,2020,11,27,5,7,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2017,3,10,5,50,UpperHill,-1.30067329,36.81582487
Fraud,2020,4,22,0,34,Uhuru Park,-1.291912768,36.81687435
Terrorism,2017,1,9,12,54,Kibera,-1.3159515,36.79043911
Armed Robbery,2020,5,19,18,18,Kahawa West,-1.188605268,36.89691913
Sexual Assault,2018,2,26,23,28,Kibera,-1.313956462,36.79674767
Pick Pocketing,2018,11,23,5,21,South B,-1.309873212,36.83713094
Terrorism,2018,1,24,22,52,Kibera,-1.313377257,36.79784201
Terrorism,2019,4,9,12,31,Githurai,-1.203965613,36.91241157
Carjacking,2018,6,23,12,22,Kahawa West,-1.187060648,36.8999232
Drug Charges,2017,12,30,19,0,Parklands,-1.261286851,36.81704796
Drug Charges,2020,8,22,3,54,Uhuru Park,-1.2903935,36.8165834
Road Carnage,2019,4,8,4,2,Githurai,-1.203965613,36.91241157
Sexual Assault,2018,2,4,19,59,Thika,-1.055464524,37.10123903
Road Carnage,2017,1,28,8,60,Kibera,-1.313377257,36.79784201
Road Carnage,2017,3,19,7,39,South B,-1.315525825,36.83550016
Armed Robbery,2018,9,28,0,50,South B,-1.314378142,36.83863298
Sexual Assault,2018,2,21,0,2,Githurai,-1.210787637,36.91850554
Terrorism,2017,8,19,8,27,UpperHill,-1.30067329,36.81582487
Carjacking,2020,10,19,14,35,Uhuru Park,-1.291912768,36.81687435
Carjacking,2020,2,19,3,1,South C,-1.312034383,36.82256092
Armed Robbery,2017,7,7,9,3,South B,-1.315525825,36.83550016
Road Carnage,2018,10,13,1,15,South C,-1.315895748,36.82659496
Sexual Assault,2019,9,8,17,14,Ngong,-1.361415817,36.66742756
Terrorism,2020,12,2,17,9,Thika,-1.055464524,37.10123903
Terrorism,2020,7,28,24,51,Parklands,-1.260482383,36.80860436
Pick Pocketing,2017,2,27,12,6,South C,-1.309374327,36.82633747
Pick Pocketing,2018,4,26,17,3,South C,-1.315895748,36.82659496
Armed Robbery,2017,7,3,21,32,Thika,-1.03581257,37.08390123
Road Carnage,2019,3,17,24,48,Githurai,-1.203965613,36.91241157
Pick Pocketing,2018,10,8,2,8,Kibera,-1.314278242,36.79372214
Fraud,2020,3,24,21,45,Thika,-1.055464524,37.10123903
Sexual Assault,2019,12,7,1,51,UpperHill,-1.299707944,36.80938757
Terrorism,2020,8,23,22,2,Githurai,-1.210787637,36.91850554
Road Carnage,2017,5,8,6,59,UpperHill,-1.30067329,36.81582487
Sexual Assault,2017,8,7,3,46,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2020,3,28,2,60,Kibera,-1.310631395,36.79153345
Armed Robbery,2017,3,26,23,49,Parklands,-1.25514071,36.80907643
Terrorism,2020,7,28,4,5,Thika,-1.055464524,37.10123903
Road Carnage,2017,1,8,24,40,Thika,-1.03581257,37.08390123
Terrorism,2018,3,9,4,15,Githurai,-1.204866636,36.92777526
Terrorism,2019,12,9,13,40,Kibera,-1.313377257,36.79784201
Road Carnage,2018,1,22,8,39,Uhuru Park,-1.2903935,36.8165834
Drug Charges,2019,1,30,3,12,South C,-1.309374327,36.82633747
Carjacking,2017,3,24,10,5,South C,-1.327136577,36.82569374
Road Carnage,2017,8,24,24,15,Kahawa West,-1.186717399,36.9032706
Pick Pocketing,2018,3,8,9,40,South B,-1.314378142,36.83863298
Drug Charges,2017,5,27,24,29,UpperHill,-1.298549527,36.81274569
Fraud,2020,8,27,18,11,Githurai,-1.203965613,36.91241157
Pick Pocketing,2018,11,7,23,28,Ngong,-1.366907424,36.67197658
Sexual Assault,2017,5,6,22,7,Thika,-1.03581257,37.08390123
Pick Pocketing,2020,5,20,14,30,Ngong,-1.349746111,36.65120556
